OBJECTID,Type_WFRC,SUBTYPE_WFRC,PARCEL_ID,COUNT_PARCEL_ID,TOTAL_MKT_VALUE,LAND_MKT_VALUE,PARCEL_ACRES,HOUSE_CNT,parcel_count,ap_count,BLDG_SQFT,FLOORS_CNT,BUILT_YR,des_all,CITY,UNIT_COUNT,BUILT_DECADE
7377,single_family,single_family,101600023,1.0,260000.0,91751.0,0.211672960505297,1,,0,1421.0,2.0,1994.0,['2 Story Split'],Layton,1,1990's
7378,single_family,single_family,101600024,1.0,255000.0,77989.0,0.213248504724054,1,,0,1353.0,2.0,1995.0,['2 Story Split'],Layton,1,1990's
7379,single_family,single_family,101600025,1.0,258000.0,76028.0,0.227475961885352,1,,0,1381.0,2.0,1995.0,['2 Story Split'],Layton,1,1990's
7380,single_family,single_family,101600026,1.0,269000.0,73558.0,0.210531117377654,1,,0,1325.0,2.0,1995.0,['2 Story Split'],Layton,1,1990's
7381,single_family,single_family,101600027,1.0,262000.0,73627.0,0.184559530136759,1,,0,1256.0,1.0,1995.0,['Bi Level'],Layton,1,1990's
7382,single_family,single_family,101600028,1.0,257000.0,86619.0,0.184214191840017,1,,0,1374.0,2.0,1994.0,['2 Story Split'],Layton,1,1990's
7383,single_family,single_family,101600029,1.0,246000.0,90928.0,0.205271477773649,1,,0,1151.0,1.0,1995.0,['Bi Level'],Layton,1,1990's
7384,single_family,single_family,101600030,1.0,275000.0,101520.0,0.277652422414437,1,,0,1465.0,2.0,1995.0,['2 Story Split'],Layton,1,1990's
7385,single_family,single_family,101600031,1.0,317000.0,114116.0,0.378459940359403,1,,0,1321.0,1.0,1995.0,['Ranch 1 Story'],Layton,1,1990's
7386,single_family,single_family,101600032,1.0,313000.0,103164.0,0.291139393381605,1,,0,1506.0,2.0,1995.0,['2 Story Split'],Layton,1,1990's
7387,single_family,single_family,101600033,1.0,251000.0,92884.0,0.221810458306968,1,,0,1243.0,2.0,1995.0,['2 Story Split'],Layton,1,1990's
7388,single_family,single_family,101600034,1.0,315000.0,90928.0,0.208348414055079,1,,0,1938.0,2.0,1994.0,['2 Story'],Layton,1,1990's
7389,single_family,single_family,101600035,1.0,247000.0,89245.0,0.197678560232367,1,,0,1076.0,1.0,1995.0,['Bi Level'],Layton,1,1990's
7390,single_family,single_family,101600036,1.0,297000.0,95699.0,0.238364050256586,1,,0,1430.0,2.0,1994.0,['2 Story Split'],Layton,1,1990's
7391,single_family,single_family,101600037,1.0,266000.0,86619.0,0.184716648894697,1,,0,1427.0,2.0,1994.0,['2 Story Split'],Layton,1,1990's
7392,single_family,single_family,101600038,1.0,279000.0,75858.0,0.197890810816066,1,,0,1516.0,2.0,1994.0,['2 Story Split'],Layton,1,1990's
7393,single_family,single_family,101600039,1.0,263000.0,73558.0,0.211018871988936,1,,0,1191.0,1.0,1995.0,['Bi Level'],Layton,1,1990's
7394,single_family,single_family,101610001,1.0,441000.0,133778.0,0.23905549010175,1,,0,2777.0,2.0,1994.0,['2 Story'],Layton,1,1990's
7395,single_family,single_family,101610002,1.0,443000.0,135858.0,0.254191898878191,1,,0,3058.0,2.0,1994.0,['2 Story'],Layton,1,1990's
7396,single_family,single_family,101610004,3.0,1620000.0,666954.0,0.913432231274192,1,,0,6798.0,2.0,2002.0,['2 Story'],Layton,1,2000's
7397,single_family,single_family,101620001,1.0,628000.0,266588.0,9.03673286626085,3,,0,4616.0,1.0,1995.0,"['Detached Garage', 'Ranch 1 Story', 'Detached Garage']",Layton,1,1990's
7398,single_family,single_family,101620002,1.0,672000.0,302337.0,1.80499557782413,1,,0,3637.0,2.0,1996.0,['2 Story'],Layton,1,1990's
7399,single_family,single_family,101620003,1.0,625000.0,319437.0,1.99125603221203,1,,0,3334.0,2.0,1995.0,['2 Story'],Layton,1,1990's
7400,single_family,single_family,101630021,1.0,451000.0,139868.0,0.269356089607388,1,,0,1903.0,1.0,1995.0,['Ranch 1 Story'],Layton,1,1990's
7401,single_family,single_family,101630022,1.0,362000.0,129065.0,0.249222348500587,1,,0,1730.0,1.0,1995.0,['Ranch 1 Story'],Layton,1,1990's
7402,single_family,single_family,101630023,1.0,349000.0,133778.0,0.237986332744732,1,,0,1887.0,2.0,1995.0,['2 Story Split'],Layton,1,1990's
7403,single_family,single_family,101630024,1.0,352000.0,133778.0,0.234978990285456,1,,0,1812.0,2.0,1994.0,['2 Story Split'],Layton,1,1990's
7404,single_family,single_family,101630025,1.0,326000.0,133778.0,0.238856688416746,1,,0,1831.0,2.0,1994.0,['2 Story'],Layton,1,1990's
7405,single_family,single_family,101630026,1.0,362000.0,133778.0,0.239042262537824,1,,0,1931.0,2.0,1994.0,['2 Story Split'],Layton,1,1990's
7406,single_family,single_family,101630027,1.0,321000.0,129449.0,0.223298776120858,1,,0,1808.0,2.0,1995.0,['2 Story Split'],Layton,1,1990's
7407,single_family,single_family,101630028,1.0,322000.0,129449.0,0.226672466902869,1,,0,1799.0,2.0,1995.0,['2 Story Split'],Layton,1,1990's
7408,single_family,single_family,101630029,1.0,355000.0,133778.0,0.240590266690377,1,,0,1724.0,1.0,1995.0,['Ranch 1 Story'],Layton,1,1990's
7409,single_family,single_family,101630030,1.0,349000.0,160726.0,0.393475064238166,1,,0,1821.0,2.0,1995.0,['2 Story Split'],Layton,1,1990's
7410,single_family,single_family,101630031,1.0,366000.0,175209.0,0.493005114425642,1,,0,2200.0,2.0,1995.0,['2 Story'],Layton,1,1990's
7411,single_family,single_family,101630032,1.0,404000.0,176553.0,0.502176091585943,1,,0,1851.0,2.0,1994.0,['2 Story'],Layton,1,1990's
7412,single_family,single_family,101630033,1.0,365000.0,120833.0,0.212108432239343,1,,0,1604.0,1.0,1997.0,['Ranch 1 Story'],Layton,1,1990's
7413,single_family,single_family,101630034,1.0,352000.0,122471.0,0.191629249923271,1,,0,1931.0,2.0,1994.0,['2 Story Split'],Layton,1,1990's
7414,single_family,single_family,101630035,1.0,378000.0,127193.0,0.205423878332995,1,,0,2240.0,2.0,1994.0,['2 Story Split'],Layton,1,1990's
7415,single_family,single_family,101630036,1.0,330000.0,129449.0,0.219216350868503,1,,0,1836.0,2.0,1994.0,['2 Story Split'],Layton,1,1990's
7416,single_family,single_family,101630037,1.0,339000.0,131643.0,0.23300890525557,1,,0,2107.0,2.0,1994.0,['2 Story'],Layton,1,1990's
7417,single_family,single_family,101630038,1.0,363000.0,135858.0,0.247031417832927,1,,0,1614.0,1.0,1995.0,['Ranch 1 Story'],Layton,1,1990's
7418,single_family,single_family,101630039,1.0,321000.0,124868.0,0.198018854615924,1,,0,2052.0,2.0,1995.0,['2 Story Split'],Layton,1,1990's
7419,single_family,single_family,101630040,1.0,394000.0,119993.0,0.183485348495339,1,,0,1965.0,1.0,1995.0,['Ranch 1 Story'],Layton,1,1990's
7420,single_family,single_family,101640039,1.0,349000.0,120833.0,0.209327360532618,1,,0,1797.0,2.0,1995.0,['2 Story'],Layton,1,1990's
7421,single_family,single_family,101640040,1.0,291000.0,127877.0,0.21291346045704,1,,0,1671.0,2.0,1995.0,['2 Story Split'],Layton,1,1990's
7422,single_family,single_family,101640041,1.0,347000.0,144629.0,0.293100761454699,1,,0,1785.0,2.0,1996.0,['2 Story'],Layton,1,1990's
7423,single_family,single_family,101640042,1.0,299000.0,128103.0,0.212005552234322,1,,0,1606.0,2.0,1995.0,['2 Story Split'],Layton,1,1990's
7424,single_family,single_family,101640043,1.0,289000.0,125104.0,0.197103779678041,1,,0,1457.0,2.0,1995.0,['2 Story Split'],Layton,1,1990's
7425,single_family,single_family,101640044,1.0,288000.0,120994.0,0.183456518217833,1,,0,1541.0,2.0,1995.0,['2 Story Split'],Layton,1,1990's
7426,single_family,single_family,101640045,1.0,292000.0,120994.0,0.183483925348497,1,,0,1543.0,2.0,1995.0,['2 Story Split'],Layton,1,1990's
7427,single_family,single_family,101640046,1.0,301000.0,120994.0,0.183482976719962,1,,0,1558.0,2.0,1995.0,['2 Story Split'],Layton,1,1990's
7428,single_family,single_family,101640047,1.0,308000.0,114945.0,0.183478527563969,1,,0,1279.0,1.0,1995.0,['Ranch 1 Story'],Layton,1,1990's
7429,single_family,single_family,101640048,1.0,296000.0,114945.0,0.183473991625159,1,,0,1561.0,2.0,1995.0,['2 Story Split'],Layton,1,1990's
7430,single_family,single_family,101640049,1.0,334000.0,127421.0,0.210735161093752,1,,0,1563.0,2.0,1995.0,['2 Story Split'],Layton,1,1990's
7431,single_family,single_family,101640050,1.0,281000.0,135618.0,0.284318980262907,1,,0,1398.0,2.0,1995.0,['2 Story Split'],Layton,1,1990's
7432,single_family,single_family,101670101,1.0,284000.0,86798.0,0.185692390147304,1,,0,1722.0,2.0,1996.0,['2 Story Split'],Layton,1,1990's
7433,single_family,single_family,101670105,1.0,277000.0,86440.0,0.184490331318687,1,,0,1423.0,1.0,1996.0,['Bi Level'],Layton,1,1990's
7434,single_family,single_family,101670106,1.0,262000.0,90928.0,0.205414675102713,1,,0,1378.0,2.0,1996.0,['2 Story Split'],Layton,1,1990's
7435,single_family,single_family,101670107,1.0,255000.0,85165.0,0.176628111187781,1,,0,1441.0,2.0,1996.0,['2 Story Split'],Layton,1,1990's
7436,single_family,single_family,101670108,1.0,248000.0,83670.0,0.168928489362891,1,,0,1194.0,1.0,1996.0,['Bi Level'],Layton,1,1990's
7437,single_family,single_family,101670109,1.0,282000.0,85533.0,0.17848706428688,1,,0,1755.0,2.0,1996.0,['2 Story Split'],Layton,1,1990's
7438,single_family,single_family,101670110,1.0,273000.0,91915.0,0.215233107919888,1,,0,1453.0,2.0,1996.0,['2 Story Split'],Layton,1,1990's
7439,single_family,single_family,101670111,1.0,253000.0,103703.0,0.295697732693477,1,,0,1167.0,1.0,1996.0,['Bi Level'],Layton,1,1990's
7440,single_family,single_family,101670112,1.0,273000.0,92724.0,0.220412645534219,1,,0,1490.0,2.0,1996.0,['2 Story Split'],Layton,1,1990's
7441,single_family,single_family,101670120,2.0,504000.0,155078.0,0.163968705162692,1,,0,2832.0,2.0,1995.0,['2 Story Split'],Layton,1,1990's
7442,single_family,single_family,101670121,1.0,241000.0,77422.0,0.138179288319541,1,,0,1125.0,1.0,1996.0,['Bi Level'],Layton,1,1990's
7443,single_family,single_family,101670122,3.0,789000.0,233292.0,0.132750986947556,1,,0,3294.0,1.0,1996.0,['Bi Level'],Layton,1,1990's
7444,single_family,single_family,101680004,1.0,541000.0,128682.0,0.522615412929718,1,,0,2601.0,1.0,1997.0,['Ranch 1 Story'],Layton,1,1990's
7445,single_family,single_family,101680005,1.0,599000.0,137650.0,0.62286835325253,1,,0,2468.0,1.0,1997.0,['Ranch 1 Story'],Layton,1,1990's
7446,single_family,single_family,101680010,1.0,371001.0,49296.0,0.474395941414822,2,,0,3860.0,1.0,1973.0,"['Barn', 'Ranch 1 Story']",Layton,1,1970's
7447,single_family,single_family,101680011,3.0,940290.0,561126.0,1.20278694561525,2,,0,7368.0,0.0,2011.0,"['Permit Value', 'Shed - Equipment or Garage', 'Barn']",Layton,1,2010's
7448,single_family,single_family,101690001,1.0,275000.0,82288.0,0.184439355512955,1,,0,1672.0,2.0,1996.0,['2 Story Split'],Layton,1,1990's
7449,single_family,single_family,101690002,1.0,241000.0,86798.0,0.185635556825434,1,,0,1132.0,1.0,1996.0,['Split Level'],Layton,1,1990's
7450,single_family,single_family,101690003,1.0,307000.0,86977.0,0.18692462364488,1,,0,1350.0,1.0,1997.0,['Ranch 1 Story'],Layton,1,1990's
7451,single_family,single_family,101690004,1.0,305000.0,87155.0,0.188283098096415,1,,0,1359.0,1.0,1997.0,['Ranch 1 Story'],Layton,1,1990's
7452,single_family,single_family,101690005,1.0,285000.0,87332.0,0.190119492941111,1,,0,1322.0,1.0,1996.0,['Split Level'],Layton,1,1990's
7453,single_family,single_family,101690006,1.0,287000.0,87509.0,0.188524937590546,1,,0,1148.0,1.0,1997.0,['Split Level'],Layton,1,1990's
7454,single_family,single_family,101690007,1.0,306000.0,93044.0,0.22329931732681,1,,0,1350.0,1.0,1997.0,['Ranch 1 Story'],Layton,1,1990's
7455,single_family,single_family,101690008,1.0,277000.0,101102.0,0.277215299843947,1,,0,1556.0,2.0,1996.0,['2 Story Split'],Layton,1,1990's
7456,single_family,single_family,101690009,1.0,273000.0,99831.0,0.26793889903177,1,,0,1513.0,2.0,1996.0,['2 Story Split'],Layton,1,1990's
7457,single_family,single_family,101690010,1.0,299000.0,87509.0,0.189441774263485,1,,0,1877.0,2.0,1996.0,['2 Story Split'],Layton,1,1990's
7458,single_family,single_family,101690011,1.0,280000.0,87155.0,0.187594727260215,1,,0,1534.0,2.0,2000.0,['2 Story Split'],Layton,1,2000's
7459,single_family,single_family,101690012,1.0,313000.0,73627.0,0.184662337083529,1,,0,2060.0,2.0,1999.0,['2 Story Split'],Layton,1,1990's
7460,single_family,single_family,101690013,1.0,305000.0,74221.0,0.216030719011694,1,,0,1988.0,2.0,1996.0,['2 Story Split'],Layton,1,1990's
7461,single_family,single_family,101690014,1.0,322000.0,86977.0,0.186867799576801,1,,0,1870.0,2.0,1996.0,['2 Story Split'],Layton,1,1990's
7462,single_family,single_family,101690015,1.0,286000.0,83634.0,0.193055799887176,1,,0,1118.0,1.0,1995.0,['Split Level'],Layton,1,1990's
7463,single_family,single_family,101690016,1.0,259000.0,86619.0,0.184735328959594,1,,0,1188.0,1.0,1997.0,['Split Level'],Layton,1,1990's
7464,single_family,single_family,101690017,1.0,266000.0,88384.0,0.194714008672153,1,,0,1104.0,1.0,1997.0,['Split Level'],Layton,1,1990's
7465,single_family,single_family,101690018,1.0,307000.0,91588.0,0.213398226643033,1,,0,1888.0,2.0,1997.0,['2 Story Split'],Layton,1,1990's
7466,single_family,single_family,101690019,1.0,289000.0,86977.0,0.18706768645464,1,,0,1357.0,1.0,1996.0,['Bi Level'],Layton,1,1990's
7467,single_family,single_family,101690020,1.0,280000.0,86619.0,0.184811287221297,1,,0,1102.0,1.0,1997.0,['Bi Level'],Layton,1,1990's
7468,single_family,single_family,101690021,1.0,296000.0,82288.0,0.185248678477868,1,,0,1660.0,2.0,1997.0,['2 Story Split'],Layton,1,1990's
7469,single_family,single_family,101721302,1.0,322000.0,105555.0,0.306221833462958,1,,0,1794.0,2.0,1993.0,['2 Story Split'],Layton,1,1990's
7470,single_family,single_family,101721303,1.0,288000.0,95699.0,0.243918442910355,1,,0,1651.0,2.0,1993.0,['2 Story Split'],Layton,1,1990's
7471,single_family,single_family,101750201,1.0,289000.0,92563.0,0.219456246317098,1,,0,1266.0,1.0,1996.0,['Split Level'],Layton,1,1990's
7472,single_family,single_family,101750202,1.0,270000.0,81738.0,0.159430264631115,1,,0,1571.0,2.0,1996.0,['2 Story Split'],Layton,1,1990's
7473,single_family,single_family,101750203,1.0,275000.0,77849.0,0.137630391999712,1,,0,1740.0,2.0,1996.0,['2 Story Split'],Layton,1,1990's
7474,single_family,single_family,101750204,1.0,251000.0,77849.0,0.137630377041854,1,,0,1476.0,2.0,1996.0,['2 Story Split'],Layton,1,1990's
7475,single_family,single_family,101750205,1.0,253000.0,77849.0,0.137630983965771,1,,0,1416.0,2.0,1997.0,['2 Story Split'],Layton,1,1990's
7476,single_family,single_family,101750206,1.0,268000.0,79934.0,0.148380453098637,1,,0,1683.0,2.0,1996.0,['2 Story Split'],Layton,1,1990's
7477,single_family,single_family,101750207,1.0,243000.0,77849.0,0.141371530734907,1,,0,1153.0,1.0,1997.0,['Bi Level'],Layton,1,1990's
7478,single_family,single_family,101750208,1.0,299000.0,89245.0,0.200573425402423,1,,0,1530.0,1.0,1996.0,['Bi Level'],Layton,1,1990's
7479,single_family,single_family,101750209,1.0,238000.0,79934.0,0.146238093754137,1,,0,1198.0,1.0,1997.0,['Bi Level'],Layton,1,1990's
7480,single_family,single_family,101750210,1.0,272000.0,77849.0,0.139872285100342,1,,0,1617.0,2.0,1996.0,['2 Story Split'],Layton,1,1990's
7481,single_family,single_family,101750211,1.0,227000.0,77849.0,0.137632353119111,1,,0,1096.0,1.0,1997.0,['Bi Level'],Layton,1,1990's
7482,single_family,single_family,101750212,1.0,245000.0,77849.0,0.137632034855258,1,,0,1158.0,1.0,1996.0,['Bi Level'],Layton,1,1990's
7483,single_family,single_family,101750213,1.0,265000.0,77849.0,0.137632709331497,1,,0,1443.0,2.0,1997.0,['2 Story Split'],Layton,1,1990's
7484,single_family,single_family,101750214,1.0,254000.0,77849.0,0.137631895084,1,,0,1418.0,2.0,1996.0,['2 Story Split'],Layton,1,1990's
7485,single_family,single_family,101750215,1.0,245000.0,77849.0,0.14130096524996,1,,0,1177.0,1.0,1997.0,['Bi Level'],Layton,1,1990's
7486,single_family,single_family,101750216,1.0,254000.0,83859.0,0.169715425341047,1,,0,1177.0,1.0,1997.0,['Bi Level'],Layton,1,1990's
7487,single_family,single_family,101750217,1.0,272000.0,81934.0,0.159082750180293,1,,0,1179.0,1.0,1997.0,['Bi Level'],Layton,1,1990's
7488,single_family,single_family,101750218,1.0,267000.0,77849.0,0.140327886979088,1,,0,1502.0,2.0,1997.0,['2 Story Split'],Layton,1,1990's
7489,single_family,single_family,101750219,1.0,262000.0,77849.0,0.137155811562575,1,,0,1425.0,2.0,1997.0,['2 Story Split'],Layton,1,1990's
7490,single_family,single_family,101750220,1.0,286000.0,77849.0,0.137298014684667,1,,0,1748.0,2.0,1997.0,['2 Story Split'],Layton,1,1990's
7491,single_family,single_family,101750221,1.0,246000.0,77849.0,0.137607626508702,1,,0,1120.0,1.0,1997.0,['Bi Level'],Layton,1,1990's
7492,single_family,single_family,101750222,1.0,303000.0,77849.0,0.137849475142066,1,,0,1711.0,2.0,1996.0,['2 Story Split'],Layton,1,1990's
7493,single_family,single_family,101750223,1.0,241000.0,79934.0,0.147886504746361,1,,0,1099.0,1.0,1998.0,['Bi Level'],Layton,1,1990's
7494,single_family,single_family,101750224,1.0,264000.0,85715.0,0.176055603082272,1,,0,1411.0,2.0,1997.0,['2 Story Split'],Layton,1,1990's
7495,single_family,single_family,101750225,1.0,314000.0,90928.0,0.207227311935618,1,,0,1718.0,2.0,1997.0,['2 Story Split'],Layton,1,1990's
7496,single_family,single_family,101750226,1.0,271000.0,97207.0,0.250139681524636,1,,0,1427.0,1.0,1997.0,['Bi Level'],Layton,1,1990's
7497,single_family,single_family,101750227,1.0,265000.0,87509.0,0.191275487817182,1,,0,1400.0,1.0,1997.0,['Bi Level'],Layton,1,1990's
7498,single_family,single_family,101750228,1.0,281000.0,89245.0,0.195970751270852,1,,0,1762.0,2.0,1997.0,['2 Story Split'],Layton,1,1990's
7499,single_family,single_family,101750229,1.0,265000.0,97749.0,0.296867987445099,1,,0,1197.0,1.0,1997.0,['Bi Level'],Layton,1,1990's
7500,single_family,single_family,101750230,1.0,251000.0,93707.0,0.201078323320955,1,,0,1390.0,2.0,1996.0,['2 Story Split'],Layton,1,1990's
7501,single_family,single_family,101750231,1.0,281000.0,97191.0,0.217301593234804,1,,0,1632.0,2.0,1996.0,['2 Story Split'],Layton,1,1990's
7502,single_family,single_family,101750232,1.0,287000.0,100484.0,0.235260905656898,1,,0,1753.0,2.0,1996.0,['2 Story Split'],Layton,1,1990's
7503,single_family,single_family,101750233,1.0,238000.0,83931.0,0.154170079987281,1,,0,1177.0,1.0,1997.0,['Bi Level'],Layton,1,1990's
7504,single_family,single_family,101750234,1.0,273000.0,75937.0,0.145280545096016,1,,0,1435.0,2.0,1996.0,['2 Story Split'],Layton,1,1990's
7505,single_family,single_family,101750235,1.0,253000.0,75937.0,0.144992811622936,1,,0,1179.0,1.0,1996.0,['Bi Level'],Layton,1,1990's
7506,single_family,single_family,101750236,1.0,235000.0,77849.0,0.139313348713774,1,,0,996.0,1.0,1996.0,['Bi Level'],Layton,1,1990's
7507,single_family,single_family,101750237,1.0,246000.0,77849.0,0.139835330091203,1,,0,1183.0,1.0,1996.0,['Bi Level'],Layton,1,1990's
7508,single_family,single_family,101750238,1.0,240000.0,77849.0,0.138586022826203,1,,0,1069.0,1.0,1996.0,['Bi Level'],Layton,1,1990's
7509,single_family,single_family,101750239,1.0,250000.0,75937.0,0.144906314264611,1,,0,1396.0,2.0,1997.0,['2 Story Split'],Layton,1,1990's
7510,single_family,single_family,101750240,1.0,283000.0,77849.0,0.137523700541141,1,,0,1719.0,2.0,1996.0,['2 Story Split'],Layton,1,1990's
7511,single_family,single_family,101750241,1.0,273000.0,77849.0,0.137537973169425,1,,0,1695.0,2.0,1996.0,['2 Story Split'],Layton,1,1990's
7512,single_family,single_family,101750242,1.0,250000.0,77849.0,0.137537768780984,1,,0,1453.0,2.0,1996.0,['2 Story Split'],Layton,1,1990's
7513,single_family,single_family,101750243,1.0,262000.0,81934.0,0.162787099260805,1,,0,1593.0,2.0,1996.0,['2 Story Split'],Layton,1,1990's
7514,single_family,single_family,101750244,1.0,297000.0,94152.0,0.231247983995247,1,,0,1530.0,1.0,1996.0,['Split Level'],Layton,1,1990's
7515,single_family,single_family,101750245,1.0,308000.0,100115.0,0.267044848164078,1,,0,1731.0,2.0,1998.0,['2 Story Split'],Layton,1,1990's
7516,single_family,single_family,101760301,1.0,271000.0,78484.0,0.142990875704211,1,,0,1607.0,2.0,1996.0,['2 Story Split'],Layton,1,1990's
7517,single_family,single_family,101760302,1.0,254000.0,100115.0,0.273812711823252,1,,0,1206.0,1.0,1997.0,['Bi Level'],Layton,1,1990's
7518,single_family,single_family,101760303,1.0,294000.0,99688.0,0.26751969857812,1,,0,1730.0,2.0,1996.0,['2 Story Split'],Layton,1,1990's
7519,single_family,single_family,101760304,1.0,275000.0,96759.0,0.246997545514808,1,,0,1718.0,2.0,1996.0,['2 Story Split'],Layton,1,1990's
7520,single_family,single_family,101760305,1.0,253000.0,85715.0,0.179211319578737,1,,0,1144.0,1.0,1997.0,['Bi Level'],Layton,1,1990's
7521,single_family,single_family,101760306,1.0,264000.0,77849.0,0.13871124503462,1,,0,1396.0,2.0,1996.0,['2 Story Split'],Layton,1,1990's
7522,single_family,single_family,101760307,1.0,260000.0,77206.0,0.137167566861684,1,,0,1415.0,2.0,1996.0,['2 Story Split'],Layton,1,1990's
7523,single_family,single_family,101790501,1.0,511000.0,157889.0,0.321934357921394,1,,0,2168.0,1.0,2003.0,['Ranch 1 Story'],Layton,1,2000's
7524,single_family,single_family,101790502,1.0,453000.0,149146.0,0.320447072814463,1,,0,2573.0,2.0,1997.0,['2 Story'],Layton,1,1990's
7525,single_family,single_family,101790503,1.0,397000.0,149146.0,0.31450158569192,1,,0,1941.0,1.0,1997.0,['Ranch 1 Story'],Layton,1,1990's
7526,single_family,single_family,101790504,1.0,560000.0,147366.0,0.30992920977388,1,,0,3280.0,2.0,2003.0,['2 Story'],Layton,1,2000's
7527,single_family,single_family,101790505,1.0,414000.0,147366.0,0.307648758570374,1,,0,2010.0,1.0,1997.0,['Ranch 1 Story'],Layton,1,1990's
7528,single_family,single_family,101790506,1.0,406000.0,147366.0,0.307241723667939,1,,0,2358.0,2.0,1997.0,['2 Story Split'],Layton,1,1990's
7529,single_family,single_family,101790507,1.0,426000.0,147366.0,0.30757107012865,1,,0,1770.0,1.0,1997.0,['Ranch 1 Story'],Layton,1,1990's
7530,single_family,single_family,101790508,1.0,459000.0,155443.0,0.354118670332062,1,,0,1883.0,1.0,1996.0,['Ranch 1 Story'],Layton,1,1990's
7531,single_family,single_family,101790509,1.0,479000.0,166769.0,0.435368155326851,1,,0,2846.0,2.0,1996.0,['2 Story'],Layton,1,1990's
7532,single_family,single_family,101790510,1.0,419000.0,132875.0,0.274807044184954,1,,0,2043.0,1.0,1996.0,['Ranch 1 Story'],Layton,1,1990's
7533,single_family,single_family,101790511,1.0,481000.0,143698.0,0.292136459369908,1,,0,3131.0,2.0,1997.0,['2 Story'],Layton,1,1990's
7534,single_family,single_family,101790512,1.0,436000.0,172471.0,0.46789635573158,1,,0,1878.0,1.0,1997.0,['Ranch 1 Story'],Layton,1,1990's
7535,single_family,single_family,101790513,1.0,529000.0,191858.0,0.640681828562239,1,,0,2669.0,1.0,2000.0,['Ranch 1 Story'],Layton,1,2000's
7536,single_family,single_family,101790514,1.0,518000.0,163944.0,0.405938039519006,1,,0,2943.0,1.0,2000.0,['Ranch 1 Story'],Layton,1,2000's
7537,single_family,single_family,101790515,1.0,425000.0,159813.0,0.43580328196567,1,,0,1943.0,1.0,1997.0,['Ranch 1 Story'],Layton,1,1990's
7538,single_family,single_family,101790516,1.0,510000.0,164929.0,0.367817069354095,1,,0,3515.0,2.0,1997.0,['2 Story'],Layton,1,1990's
7539,single_family,single_family,101790517,1.0,481000.0,172457.0,0.405461192458463,1,,0,2966.0,2.0,1997.0,['2 Story'],Layton,1,1990's
7540,single_family,single_family,101790518,1.0,402000.0,140466.0,0.241605501030653,1,,0,1958.0,1.0,1998.0,['Ranch 1 Story'],Layton,1,1990's
7541,single_family,single_family,101790519,1.0,469000.0,146862.0,0.265624422426039,1,,0,2150.0,1.0,1996.0,['Ranch 1 Story'],Layton,1,1990's
7542,single_family,single_family,101790520,1.0,447000.0,150883.0,0.287362694884074,1,,0,2100.0,1.0,1996.0,['Ranch 1 Story'],Layton,1,1990's
7543,single_family,single_family,101790521,1.0,463000.0,154735.0,0.309540797310918,1,,0,2400.0,1.0,1996.0,['Ranch 1 Story'],Layton,1,1990's
7544,single_family,single_family,101790522,1.0,451000.0,156603.0,0.320184329201005,1,,0,1989.0,1.0,1999.0,['Ranch 1 Story'],Layton,1,1990's
7545,single_family,single_family,101820118,1.0,240000.0,84981.0,0.175180223531507,1,,0,1028.0,1.0,1995.0,['Bi Level'],Layton,1,1990's
7546,single_family,single_family,101820119,1.0,272000.0,78062.0,0.140895617596936,1,,0,1707.0,2.0,1996.0,['2 Story Split'],Layton,1,1990's
7547,single_family,single_family,101820120,1.0,257000.0,78062.0,0.140896527298799,1,,0,1360.0,2.0,1996.0,['2 Story Split'],Layton,1,1990's
7548,single_family,single_family,101820121,1.0,256000.0,78062.0,0.14089632149413,1,,0,1403.0,2.0,1995.0,['2 Story Split'],Layton,1,1990's
7549,single_family,single_family,101820123,2.0,486000.0,161086.0,0.15289978671789,1,,0,2216.0,1.0,1995.0,['Bi Level'],Layton,1,1990's
7550,single_family,single_family,101830401,1.0,304000.0,90928.0,0.208045130570413,1,,0,1377.0,1.0,1996.0,['Ranch 1 Story'],Layton,1,1990's
7551,single_family,single_family,101830402,1.0,266000.0,85715.0,0.179897170837192,1,,0,1427.0,2.0,1996.0,['2 Story Split'],Layton,1,1990's
7552,single_family,single_family,101830403,1.0,333000.0,90928.0,0.207573571498014,1,,0,1717.0,1.0,1956.0,['Ranch 1 Story'],Layton,1,1950's
7553,single_family,single_family,101830404,1.0,288000.0,85715.0,0.179897923140604,1,,0,1227.0,1.0,1998.0,['Ranch 1 Story'],Layton,1,1990's
7554,single_family,single_family,101830405,1.0,258000.0,85715.0,0.179892578107998,1,,0,1492.0,2.0,1997.0,['2 Story Split'],Layton,1,1990's
7555,single_family,single_family,101830406,1.0,222000.0,79934.0,0.153729035171619,1,,0,1125.0,1.0,1965.0,['Ranch 1 Story'],Layton,1,1960's
7556,single_family,single_family,101830407,1.0,226000.0,75937.0,0.154040071163455,1,,0,1094.0,1.0,1966.0,['Ranch 1 Story'],Layton,1,1960's
7557,single_family,single_family,101830408,1.0,253000.0,98679.0,0.257514141399761,1,,0,1272.0,1.0,1966.0,['Ranch 1 Story'],Layton,1,1960's
7558,single_family,single_family,101830409,1.0,251000.0,98679.0,0.256858103987899,1,,0,1166.0,1.0,1966.0,['Ranch 1 Story'],Layton,1,1960's
7559,single_family,single_family,101830410,1.0,261000.0,98679.0,0.256771115117009,1,,0,1334.0,2.0,1997.0,['2 Story Split'],Layton,1,1990's
