,ACCOUNTNO,des_all,count
60612,100600058,['Ranch 1 Story'],1
60613,100600059,['Ranch 1 Story'],1
60614,100600060,['Ranch 1 Story'],1
60615,100600061,['Ranch 1 Story'],1
60616,100600062,['Ranch 1 Story'],1
60617,100600063,['Ranch 1 Story'],1
60618,100600064,['Ranch 1 Story'],1
60619,100600065,['Ranch 1 Story'],1
60620,100600066,['Ranch 1 Story'],1
60621,100600067,['Ranch 1 Story'],1
60622,100600068,['Ranch 1 Story'],1
60623,100600069,['Ranch 1 Story'],1
60624,100600070,['Ranch 1 Story'],1
60625,100600071,['Ranch 1 Story'],1
60626,100600072,['Ranch 1 Story'],1
60627,100600073,['Ranch 1 Story'],1
60628,100600074,['Ranch 1 Story'],1
60629,100600075,['Ranch 1 Story'],1
60630,100600076,['Ranch 1 Story'],1
60631,100600077,['Ranch 1 Story'],1
60632,100600078,['Ranch 1 Story'],1
60633,100600079,['Ranch 1 Story'],1
60634,100600080,['Ranch 1 Story'],1
60635,100600081,['Ranch 1 Story'],1
60636,100600082,['Ranch 1 Story'],1
60637,100600083,['Ranch 1 Story'],1
60638,100600084,['Ranch 1 Story'],1
60639,100600085,['Ranch 1 Story'],1
60640,100600086,['Ranch 1 Story'],1
60641,100600087,['Ranch 1 Story'],1
60642,100600088,['Ranch 1 Story'],1
60643,100600089,['Ranch 1 Story'],1
60644,100600090,['Ranch 1 Story'],1
60645,100600091,['Ranch 1 Story'],1
60646,100600092,['Ranch 1 Story'],1
60647,100600093,['Ranch 1 Story'],1
60648,100600094,['Ranch 1 Story'],1
60649,100600095,['Ranch 1 Story'],1
60650,100600096,['Ranch 1 Story'],1
60651,100600097,['Ranch 1 Story'],1
60652,100600098,['Ranch 1 Story'],1
60653,100600099,['Ranch 1 Story'],1
60654,100600100,['Ranch 1 Story'],1
60655,100600101,['Ranch 1 Story'],1
60656,100600102,['Ranch 1 Story'],1
60657,100600103,['Ranch 1 Story'],1
60658,100600104,['Ranch 1 Story'],1
60659,100600105,['Ranch 1 Story'],1
60660,100600106,['Ranch 1 Story'],1
60661,100600107,['Ranch 1 Story'],1
60662,100600108,['Ranch 1 Story'],1
60663,100600109,['Ranch 1 Story'],1
60664,100600110,['Ranch 1 Story'],1
60665,100600111,['Ranch 1 Story'],1
60666,100600112,['Ranch 1 Story'],1
60667,100600113,['Ranch 1 Story'],1
60668,100600114,['Ranch 1 Story'],1
60669,100600115,['Ranch 1 Story'],1
60670,100600116,['Ranch 1 Story'],1
60671,100600117,['Ranch 1 Story'],1
60672,100600118,['Ranch 1 Story'],1
60673,100600119,['Ranch 1 Story'],1
60674,100600120,['Ranch 1 Story'],1
60675,100600121,['Ranch 1 Story'],1
60676,100600122,['Ranch 1 Story'],1
60677,100600123,['Ranch 1 Story'],1
60678,100600124,['Ranch 1 Story'],1
60679,100600125,['Ranch 1 Story'],1
60680,100600126,['Ranch 1 Story'],1
60681,100600127,['Ranch 1 Story'],1
60682,100600128,['Ranch 1 Story'],1
60683,100600129,['Ranch 1 Story'],1
60684,100600130,['Ranch 1 Story'],1
60685,100600131,['Ranch 1 Story'],1
60686,100600132,['Ranch 1 Story'],1
60687,100600141,['Ranch 1 Story'],1
60688,100600142,['Ranch 1 Story'],1
60689,100600143,['Ranch 1 Story'],1
60690,100600144,['Ranch 1 Story'],1
60691,100600147,['Ranch 1 Story'],1
60692,100600148,['Ranch 1 Story'],1
60693,100600149,['Ranch 1 Story'],1
60694,100600150,['Ranch 1 Story'],1
60695,100600151,['Ranch 1 Story'],1
60696,100600152,['Ranch 1 Story'],1
60697,100600153,['Ranch 1 Story'],1
60698,100600154,['Ranch 1 Story'],1
60699,100600155,['Ranch 1 Story'],1
60700,100600156,['Ranch 1 Story'],1
60701,100600157,['Ranch 1 Story'],1
60702,100600158,['Ranch 1 Story'],1
60703,100600159,['Ranch 1 Story'],1
60704,100600160,['Ranch 1 Story'],1
60705,100600161,['Ranch 1 Story'],1
60706,100600162,['Ranch 1 Story'],1
60707,100600163,['Ranch 1 Story'],1
60708,100600164,['Ranch 1 Story'],1
60709,100600165,['Ranch 1 Story'],1
60710,100600166,['Ranch 1 Story'],1
60711,100600167,['Ranch 1 Story'],1
60712,100600168,['Ranch 1 Story'],1
60713,100600169,['Ranch 1 Story'],1
60714,100600170,['Ranch 1 Story'],1
60715,100600171,['Ranch 1 Story'],1
60716,100600172,['Ranch 1 Story'],1
60717,100600173,['Ranch 1 Story'],1
60718,100600174,['Ranch 1 Story'],1
60719,100600175,['Ranch 1 Story'],1
60720,100600176,['Ranch 1 Story'],1
60721,100600177,['Ranch 1 Story'],1
60722,100600178,['Ranch 1 Story'],1
60723,100600179,['Ranch 1 Story'],1
60724,100610001,['Ranch 1 Story'],1
60725,100610002,['2 Story'],1
60726,100610003,['2 Story'],1
60727,100610004,['Bi Level'],1
60728,100610005,['Bi Level'],1
60729,100610006,['Bi Level'],1
60730,100610007,['Bi Level'],1
60731,100610008,['Bi Level'],1
60732,100610009,['Ranch 1 Story'],1
60733,100610010,['Split Level'],1
60734,100610011,['Ranch 1 Story'],1
60735,100610012,['Bi Level'],1
60736,100610013,['Bi Level'],1
60737,100610014,['Ranch 1 Story'],1
60738,100610015,['Split Level'],1
60739,100610016,['Ranch 1 Story'],1
60740,100610017,['Bi Level'],1
60741,100610018,['Bi Level'],1
60742,100610019,['Ranch 1 Story'],1
60743,100610020,['Bi Level'],1
60744,100610021,['Ranch 1 Story'],1
60745,100610022,['Bi Level'],1
60746,100610023,['Bi Level'],1
60747,100610024,['Bi Level'],1
60748,100610025,['Bi Level'],1
60749,100610026,['Bi Level'],1
60750,100610027,['Bi Level'],1
60751,100610028,['Split Level'],1
60752,100610029,['Bi Level'],1
60753,100610030,['Ranch 1 Story'],1
60754,100610031,['Split Level'],1
60755,100610032,['Split Level'],1
60756,100610033,['Bi Level'],1
60757,100610034,['Bi Level'],1
60758,100610035,['Split Level'],1
60759,100610036,['Split Level'],1
60760,100610037,['Split Level'],1
60761,100610038,['Ranch 1 Story'],1
60762,100610039,['Bi Level'],1
60763,100610040,['Bi Level'],1
60764,100610041,['2 Story'],1
60765,100610042,['Split Level'],1
60766,100610043,['Bi Level'],1
60767,100610044,['Ranch 1 Story'],1
60768,100610045,['Bi Level'],1
60769,100610046,['Bi Level'],1
60770,100610047,['Ranch 1 Story'],1
60771,100610048,['Bi Level'],1
60772,100610049,['Bi Level'],1
60773,100610050,['Ranch 1 Story'],1
60774,100610051,['Bi Level'],1
60775,100610052,['Bi Level'],1
60776,100610053,['Bi Level'],1
60777,100610054,['Bi Level'],1
60778,100610055,['Ranch 1 Story'],1
60779,100610056,['Ranch 1 Story'],1
60780,100610057,['Bi Level'],1
60781,100610058,['Ranch 1 Story'],1
60782,100610059,['Bi Level'],1
60783,100610060,['Ranch 1 Story'],1
60784,100610061,['2 Story'],1
60785,100610062,['Bi Level'],1
60786,100610063,['Bi Level'],1
60787,100610064,['Ranch 1 Story'],1
60788,100610065,['Ranch 1 Story'],1
60789,100610066,['Bi Level'],1
60790,100610067,['Bi Level'],1
60791,100620001,['Bi Level'],1
60792,100620002,['Bi Level'],1
60793,100620003,['Bi Level'],1
60794,100620004,['Bi Level'],1
60795,100620005,['Ranch 1 Story'],1
60796,100620006,['Ranch 1 Story'],1
60797,100620007,['Bi Level'],1
60798,100620008,['Bi Level'],1
60799,100620009,['Ranch 1 Story'],1
60800,100620010,['Ranch 1 Story'],1
60801,100620011,['Ranch 1 Story'],1
60802,100620012,['Bi Level'],1
60803,100620013,['Ranch 1 Story'],1
60804,100620014,['Ranch 1 Story'],1
60805,100620015,['Ranch 1 Story'],1
60806,100620016,['Bi Level'],1
60807,100620017,['Bi Level'],1
60808,100620018,['Ranch 1 Story'],1
60809,100620019,['Bi Level'],1
60810,100620020,['Ranch 1 Story'],1
60811,100620021,['Bi Level'],1
60812,100620022,['Bi Level'],1
60813,100620023,['Ranch 1 Story'],1
60814,100620024,['Bi Level'],1
60815,100620025,['Bi Level'],1
60816,100620026,['Bi Level'],1
60817,100620027,['Ranch 1 Story'],1
60818,100620028,['Bi Level'],1
60819,100620029,['Bi Level'],1
60820,100620030,['Bi Level'],1
60821,100620031,['Ranch 1 Story'],1
60822,100620032,['Bi Level'],1
60823,100620033,['Bi Level'],1
60824,100620034,['Bi Level'],1
60825,100620035,['Ranch 1 Story'],1
60826,100620036,['Ranch 1 Story'],1
60827,100620037,['Bi Level'],1
60828,100620038,['Bi Level'],1
60829,100620039,['Bi Level'],1
60830,100620040,['Bi Level'],1
60831,100620041,['Ranch 1 Story'],1
60832,100620042,['2 Story Split'],1
60833,100620043,['Ranch 1 Story'],1
60834,100620045,['Bi Level'],1
60835,100620046,['Ranch 1 Story'],1
60836,100620047,['Bi Level'],1
60837,100620048,['Bi Level'],1
60838,100620049,['Ranch 1 Story'],1
60839,100620050,['Bi Level'],1
60840,100620051,['Ranch 1 Story'],1
60841,100620052,['Ranch 1 Story'],1
60842,100620053,[nan],1
60843,100620054,['Bi Level'],1
60844,100630011,[nan],1
60845,100630012,[nan],1
60846,100630013,[nan],1
60847,100630016,[nan],1
60848,100630017,['Skating Rink'],1
60849,100630021,[nan],1
60850,100630023,[nan],1
60851,100630029,"['Fire Station Staffed', 'Restroom Building/Concessions', 'Restroom Building/Concessions', 'Pavilions', 'Light Commercial Utility']",5
60852,100630030,['School - Public (exempt)'],1
60853,100630035,"['Light Commercial Utility', 'Clubhouse']",2
60854,100630036,['School - Public (exempt)'],1
60855,100640006,[nan],1
60856,100640008,[nan],1
60857,100640009,[nan],1
60858,100640010,[nan],1
60859,100640016,['Ranch 1 Story'],1
60860,100640017,['Ranch 1 Story'],1
60861,100640018,[nan],1
60862,100640021,['Ranch 1 Story'],1
60863,100640022,['Restroom Building/Concessions'],1
60864,100640023,['Detached Garage'],1
60865,100640024,[nan],1
60866,100640025,[nan],1
60867,100640026,[nan],1
60868,100640027,['Barn'],1
60869,100640029,[nan],1
60870,100640030,[nan],1
60871,100640036,['Ranch 1 Story'],1
60872,100640038,['2 Story'],1
60873,100640040,['Ranch 1 Story'],1
60874,100640044,[nan],1
60875,100640045,['Ranch 1 Story'],1
60876,100640047,['Ranch 1 Story'],1
60877,100640048,[nan],1
60878,100640053,['School - Public (exempt)'],1
60879,100640057,[nan],1
60880,100640062,['2 Story'],1
60881,100640063,"['Church', 'Pavilions']",2
60882,100640064,['Bi Level'],1
60883,100640065,['2 Story'],1
60884,100640066,[nan],1
60885,100640067,[nan],1
60886,100640068,['Barn'],1
60887,100640069,['Ranch 1 Story'],1
60888,100640070,['Ranch 1 Story'],1
60889,100640071,"['Barn', 'Ranch 1 Story']",2
60890,100650002,"['Ranch 1 Story', 'Ranch 1 Story']",2
60891,100650016,['Ranch 1 Story'],1
60892,100650021,[nan],1
60893,100650036,['Storage Warehouse'],1
60894,100650038,['Retail Store'],1
60895,100650041,['Ranch 1 Story'],1
60896,100650042,['Split Level'],1
60897,100650053,['Ranch 1 Story'],1
60898,100650059,[nan],1
60899,100650060,[nan],1
60900,100650061,[nan],1
60901,100650065,['Bi Level'],1
60902,100650066,['Ranch 1 Story'],1
60903,100650067,['2 Story Split'],1
60904,100650069,['Ranch 1 Story'],1
60905,100650073,[nan],1
60906,100650079,['Ranch 1 Story'],1
60907,100650080,['Ranch 1 Story'],1
60908,100650081,['Ranch 1 Story'],1
60909,100650082,[nan],1
60910,100650086,[nan],1
60911,100660012,[nan],1
60912,100660013,['Service Garage'],1
60913,100660014,['Storage Garage'],1
60914,100660015,['Distribution Warehouse'],1
60915,100660017,[nan],1
60916,100660018,['Distribution Warehouse'],1
60917,100660019,[nan],1
60918,100660020,"['Industrial Flex Mall Building', 'Industrial Flex Mall Building']",2
60919,100660021,"['Distribution Warehouse', 'Mini Warehouse', 'Mini Warehouse']",3
60920,100660023,['Distribution Warehouse'],1
60921,100660026,['Arch-Rib (Quonset) Farm Utility Bldg'],1
60922,100660034,['Service Garage'],1
60923,100660035,[nan],1
60924,100660036,['Service Garage'],1
60925,100660038,"['Mini Warehouse', 'Mini Warehouse', 'Mini Warehouse', 'Distribution Warehouse', 'Mini Warehouse']",5
60926,100660040,"['Mini Warehouse', 'Industrial Flex Mall Building', 'Mini Warehouse']",3
60927,100660042,"['Service Garage', 'Storage Garage']",2
60928,100660046,[nan],1
60929,100660047,['Indust Lght Manufacturing'],1
60930,100660048,"['Industrial Flex Mall Building', 'Industrial Flex Mall Building']",2
60931,100660055,"['Mini Warehouse', 'Industrial Flex Mall Building', 'Storage Warehouse']",3
60932,100660056,['Industrial Flex Mall Building'],1
60933,100660068,"['Industrial Flex Mall Building', 'Industrial Flex Mall Building', 'Industrial Flex Mall Building']",3
60934,100660072,[nan],1
60935,100660077,"['Service Garage', 'Automotive Center']",2
60936,100660078,['Distribution Warehouse'],1
60937,100660079,['Distribution Warehouse'],1
60938,100660080,"['Industrial Flex Mall Building', 'Storage Warehouse']",2
60939,100660081,['Industrial Flex Mall Building'],1
60940,100670022,[nan],1
60941,100670033,[nan],1
60942,100670036,[nan],1
60943,100670038,[nan],1
60944,100670040,[nan],1
60945,100670043,[nan],1
60946,100670049,['Bank'],1
60947,100670050,[nan],1
60948,100670052,[nan],1
60949,100670053,[nan],1
60950,100670059,[nan],1
60951,100670060,[nan],1
60952,100670062,[nan],1
60953,100670064,['Discount Store'],1
60954,100670066,['Fast Food Restaurant'],1
60955,100670068,['Restaurant'],1
60956,100670071,[nan],1
60957,100670079,['Service Garage'],1
60958,100670087,[nan],1
60959,100670093,[nan],1
60960,100670096,['Office Building'],1
60961,100670101,['Distribution Warehouse'],1
60962,100670106,['Ranch 1 Story'],1
60963,100670107,['Ranch 1 Story'],1
60964,100670110,['Ranch 1 Story'],1
60965,100670114,['Retail Store'],1
60966,100670115,['Retail Store'],1
60967,100670117,['Ranch 1 Story'],1
60968,100670118,[nan],1
60969,100670119,"['Mini-Mart Convenience Stores', 'Car Wash - Drive thru']",2
60970,100670120,[nan],1
60971,100670122,[nan],1
60972,100670123,['Neighborhood Shopping Center'],1
60973,100670124,[nan],1
60974,100670125,[nan],1
60975,100670126,['Fast Food Restaurant'],1
60976,100670127,[nan],1
60977,100670128,['Warehouse Discount Store'],1
60978,100670129,['Discount Store'],1
60979,100670130,"['Restaurant', 'Neighborhood Shopping Center', 'Neighborhood Shopping Center', 'Neighborhood Shopping Center']",4
60980,100670131,[nan],1
60981,100670132,[nan],1
60982,100670133,['Bi Level'],1
60983,100680001,['Church'],1
60984,100680002,['Ranch 1 Story'],1
60985,100680003,['Ranch 1 Story'],1
60986,100680004,['Ranch 1 Story'],1
60987,100680005,['Ranch 1 Story'],1
60988,100680006,['Ranch 1 Story'],1
60989,100680007,['Ranch 1 Story'],1
60990,100680009,['Ranch 1 Story'],1
60991,100680013,['Ranch 1 Story'],1
60992,100680014,['Bi Level'],1
60993,100680015,['Bi Level'],1
60994,100680017,['Ranch 1 Story'],1
60995,100680027,['Distribution Warehouse'],1
60996,100680028,"['Service Garage', 'Complete Auto Dealership']",2
60997,100680030,['Distribution Warehouse'],1
60998,100680031,['Office Building'],1
60999,100680032,['Neighborhood Shopping Center'],1
61000,100680043,[nan],1
61001,100680051,['Mini Lube Garage'],1
61002,100680053,['Service Garage'],1
61003,100680054,[nan],1
61004,100680055,[nan],1
61005,100680059,"['Complete Auto Dealership', 'Service Garage']",2
61006,100680060,['Service Garage'],1
61007,100680062,['Church'],1
61008,100680063,['Ranch 1 Story'],1
61009,100680067,['Fast Food Restaurant'],1
61010,100680070,['Community Shopping Center'],1
61011,100680071,['Fast Food Restaurant'],1
61012,100680075,['Restaurant'],1
61013,100680076,['Mortuary'],1
61014,100680077,['Restaurant'],1
61015,100680078,['Retail Store'],1
61016,100680080,[nan],1
61017,100680081,[nan],1
61018,100680082,['Fast Food Restaurant'],1
61019,100680086,['Office Building'],1
61020,100680087,['Office Building'],1
61021,100680092,['Retail Store'],1
61022,100680093,[nan],1
61023,100680094,['Office Building'],1
61024,100680095,[nan],1
61025,100680096,['Car Wash - Full Service'],1
61026,100680097,['School - Public (exempt)'],1
61027,100680098,"['Light Commercial Utility', 'Church']",2
61028,100680099,[nan],1
61029,100690001,['Ranch 1 Story'],1
61030,100690002,['Duplex One Story'],1
61031,100690003,['Ranch 1 Story'],1
61032,100690004,['Ranch 1 Story'],1
61033,100690005,['Ranch 1 Story'],1
61034,100690009,['Duplex One Story'],1
61035,100690011,[nan],1
61036,100690013,['Ranch 1 Story'],1
61037,100690014,['Ranch 1 Story'],1
61038,100690015,['Ranch 1 Story'],1
61039,100690017,['Ranch 1 Story'],1
61040,100690018,['Ranch 1 Story'],1
61041,100690022,[nan],1
61042,100690025,[nan],1
61043,100690036,['2 Story Split'],1
61044,100690043,[nan],1
61045,100690047,"['Office Building', 'Cold Storage Warehouse', 'Indust Lght Manufacturing', 'Indust Lght Manufacturing', 'Cold Storage Warehouse', 'Service Garage', 'Cold Storage Warehouse', 'Indust Lght Manufacturing']",8
61046,100690049,[nan],1
61047,100690050,['Distribution Warehouse'],1
61048,100690051,[nan],1
61049,100690053,[nan],1
61050,100690057,[nan],1
61051,100690059,['Ranch 1 Story'],1
61052,100690060,[nan],1
61053,100690061,[nan],1
61054,100690078,['Ranch 1 Story'],1
61055,100690081,['Bi Level'],1
61056,100690082,"['Mini Warehouse', 'Office Building', 'Storage Garage', 'Ranch 1 Story COMM', 'Mini Warehouse', 'Mini Warehouse', 'Mini Warehouse']",7
61057,100690083,['Mini Warehouse'],1
61058,100690084,['2 Story'],1
61059,100690092,['Ranch 1 Story'],1
61060,100690094,['Home For the Elderly'],1
61061,100690095,['2 Story'],1
61062,100690098,['Storage Warehouse'],1
61063,100690107,[nan],1
61064,100690108,['Ranch 1 Story'],1
61065,100690109,[nan],1
61066,100700001,[nan],1
61067,100700002,['Ranch 1 Story COMM'],1
61068,100700004,['Restaurant'],1
61069,100700007,['Storage Warehouse'],1
61070,100700009,"['Storage Warehouse', 'Storage Warehouse', 'Storage Warehouse']",3
61071,100700016,['Ranch 1 Story'],1
61072,100700017,['2 Story'],1
61073,100700020,['Ranch 1 Story'],1
61074,100700023,['2 Story'],1
61075,100700026,['Ranch 1 Story'],1
61076,100700028,['Bi Level'],1
61077,100700030,[nan],1
61078,100700033,['Duplex One Story'],1
61079,100700035,[nan],1
61080,100700036,['Distribution Warehouse'],1
61081,100700037,['Laundry/Dry Cleaning'],1
61082,100700040,[nan],1
61083,100700041,['Automotive Center'],1
61084,100700042,['Storage Warehouse'],1
61085,100700043,['Day Care Center'],1
61086,100700044,[nan],1
61087,100700051,['Ranch 1 Story COMM'],1
61088,100700052,['Ranch 1 Story'],1
61089,100700057,[nan],1
61090,100700062,"['Office Building', 'Mobile Home Parks  *CODE']",2
61091,100700066,['Distribution Warehouse'],1
61092,100700067,[nan],1
61093,100700074,['Ranch 1 Story'],1
61094,100700075,"['Ranch 1 Story', 'Ranch 1 Story']",2
61095,100700077,[nan],1
61096,100700082,[nan],1
61097,100700083,[nan],1
61098,100700085,[nan],1
61099,100700086,[nan],1
61100,100700088,[nan],1
61101,100700089,['Ranch 1 Story'],1
61102,100700095,[nan],1
61103,100700097,[nan],1
61104,100700099,['Ranch 1 Story'],1
61105,100700104,[nan],1
61106,100700105,[nan],1
61107,100700109,"['Mini Warehouse', 'Mini Warehouse', 'Mini Warehouse', 'Service Garage', 'Mini Warehouse']",5
61108,100700110,['Ranch 1 Story'],1
61109,100700111,['Ranch 1 Story'],1
61110,100700113,['Complete Auto Dealership'],1
61111,100700117,[nan],1
61112,100700119,[nan],1
61113,100700120,[nan],1
61114,100700124,['Clubhouse'],1
61115,100700125,[nan],1
61116,100700126,[nan],1
61117,100700127,[nan],1
61118,100700128,[nan],1
61119,100700129,"['Storage Warehouse', 'Mobile Home Parks  *CODE']",2
61120,100700130,['Distribution Warehouse'],1
61121,100700131,[nan],1
61122,100700134,[nan],1
61123,100700135,[nan],1
61124,100700136,['Ranch 1 Story'],1
61125,100700137,"['Ranch 1 Story', 'Duplex One Story', 'Ranch 1 Story']",3
61126,100700139,['Retail Store'],1
61127,100700140,['Ranch 1 Story'],1
61128,100700142,[nan],1
61129,100700143,['Mini Warehouse'],1
61130,100700144,['Ranch 1 Story'],1
61131,100700146,['2 Story'],1
61132,100700147,[nan],1
61133,100700148,['Office Building'],1
61134,100700149,['Retail Store'],1
61135,100700150,['Ranch 1 Story'],1
61136,100710001,['Ranch 1 Story'],1
61137,100710002,['Ranch 1 Story'],1
61138,100710003,['Ranch 1 Story'],1
61139,100710004,['Ranch 1 Story'],1
61140,100710005,['Ranch 1 Story'],1
61141,100710006,['Ranch 1 Story'],1
61142,100710007,['Ranch 1 Story'],1
61143,100710008,['Ranch 1 Story'],1
61144,100710009,['Ranch 1 Story'],1
61145,100710010,['Ranch 1 Story'],1
61146,100710011,['Ranch 1 Story'],1
61147,100710012,['Ranch 1 Story'],1
61148,100710013,['Ranch 1 Story'],1
61149,100710014,['Ranch 1 Story'],1
61150,100710015,['Ranch 1 Story'],1
61151,100710016,['Ranch 1 Story'],1
61152,100710017,['Ranch 1 Story'],1
61153,100710018,['Ranch 1 Story'],1
61154,100710019,['Ranch 1 Story'],1
61155,100710020,['Ranch 1 Story'],1
61156,100710021,['Ranch 1 Story'],1
61157,100720022,['Ranch 1 Story'],1
61158,100720023,['Ranch 1 Story'],1
61159,100720024,['Ranch 1 Story'],1
61160,100720025,['Ranch 1 Story'],1
61161,100720026,['Ranch 1 Story'],1
61162,100720027,['Ranch 1 Story'],1
61163,100720028,['Ranch 1 Story'],1
61164,100720029,['Ranch 1 Story'],1
61165,100720030,['Ranch 1 Story'],1
61166,100720031,['Ranch 1 Story'],1
61167,100720032,['Ranch 1 Story'],1
61168,100720033,['Ranch 1 Story'],1
61169,100720034,['Ranch 1 Story'],1
61170,100720035,['Ranch 1 Story'],1
61171,100720036,['Ranch 1 Story'],1
61172,100720037,['Ranch 1 Story'],1
61173,100720038,['Ranch 1 Story'],1
61174,100720039,['Ranch 1 Story'],1
61175,100720040,['Ranch 1 Story'],1
61176,100720041,['Ranch 1 Story'],1
61177,100720042,['Ranch 1 Story'],1
61178,100720043,['Ranch 1 Story'],1
61179,100720044,['Ranch 1 Story'],1
61180,100720045,['Ranch 1 Story'],1
61181,100720046,['Ranch 1 Story'],1
61182,100720047,['Ranch 1 Story'],1
61183,100720048,['Ranch 1 Story'],1
61184,100720049,['Ranch 1 Story'],1
61185,100720050,['Ranch 1 Story'],1
61186,100720051,['Ranch 1 Story'],1
61187,100720052,['Ranch 1 Story'],1
61188,100720053,['Ranch 1 Story'],1
61189,100720054,['Ranch 1 Story'],1
61190,100720055,['Ranch 1 Story'],1
61191,100720056,['Ranch 1 Story'],1
61192,100720057,['Ranch 1 Story'],1
61193,100720058,['Ranch 1 Story'],1
61194,100720060,['Ranch 1 Story'],1
61195,100720061,['Ranch 1 Story'],1
61196,100720062,['Ranch 1 Story'],1
61197,100720063,['Ranch 1 Story'],1
61198,100720064,['Ranch 1 Story'],1
61199,100720065,['Ranch 1 Story'],1
61200,100720066,['Ranch 1 Story'],1
61201,100720067,['Detached Garage'],1
61202,100730066,['Ranch 1 Story'],1
61203,100730067,['Ranch 1 Story'],1
61204,100730068,['Ranch 1 Story'],1
61205,100730069,['Ranch 1 Story'],1
61206,100730070,['Ranch 1 Story'],1
61207,100730071,['Ranch 1 Story'],1
61208,100730072,['Ranch 1 Story'],1
61209,100730073,['Ranch 1 Story'],1
61210,100730074,['Ranch 1 Story'],1
61211,100730075,['Ranch 1 Story'],1
61212,100730076,['Ranch 1 Story'],1
61213,100730077,['Ranch 1 Story'],1
61214,100730078,['Ranch 1 Story'],1
61215,100730079,['Ranch 1 Story'],1
61216,100730080,['Ranch 1 Story'],1
61217,100730081,['Ranch 1 Story'],1
61218,100730082,['Ranch 1 Story'],1
61219,100730083,['2 Story'],1
61220,100730084,['Ranch 1 Story'],1
61221,100730085,['Ranch 1 Story'],1
61222,100730086,['Ranch 1 Story'],1
61223,100730087,['Ranch 1 Story'],1
61224,100730088,['Ranch 1 Story'],1
61225,100730089,['Ranch 1 Story'],1
61226,100730090,['Ranch 1 Story'],1
61227,100730091,['Ranch 1 Story'],1
61228,100730092,['Ranch 1 Story'],1
61229,100730093,['Ranch 1 Story'],1
61230,100730094,['Ranch 1 Story'],1
61231,100730095,['Ranch 1 Story'],1
61232,100730096,['Ranch 1 Story'],1
61233,100730097,['Ranch 1 Story'],1
61234,100730098,['2 Story'],1
61235,100730099,['Ranch 1 Story'],1
61236,100730100,['Ranch 1 Story'],1
61237,100730101,['Ranch 1 Story'],1
61238,100730102,['Ranch 1 Story'],1
61239,100730103,['Ranch 1 Story'],1
61240,100730104,['Ranch 1 Story'],1
61241,100730105,['Ranch 1 Story'],1
61242,100730106,['Ranch 1 Story'],1
61243,100730107,['Ranch 1 Story'],1
61244,100730108,['Ranch 1 Story'],1
61245,100730109,['Ranch 1 Story'],1
61246,100730110,['Ranch 1 Story'],1
61247,100730111,['Ranch 1 Story'],1
61248,100730112,['Ranch 1 Story'],1
61249,100730113,['Ranch 1 Story'],1
61250,100730114,['Ranch 1 Story'],1
61251,100730115,['Ranch 1 Story'],1
61252,100730116,['Ranch 1 Story'],1
61253,100730117,['Ranch 1 Story'],1
61254,100730118,['Ranch 1 Story'],1
61255,100730119,['Ranch 1 Story'],1
61256,100730120,['Ranch 1 Story'],1
61257,100730121,['Ranch 1 Story'],1
61258,100730122,['Ranch 1 Story'],1
61259,100730123,['Bi Level'],1
61260,100730124,['Ranch 1 Story'],1
61261,100730125,['Ranch 1 Story'],1
61262,100730126,['Ranch 1 Story'],1
61263,100730127,['Ranch 1 Story'],1
61264,100730128,['Split Level'],1
61265,100730129,['Split Level'],1
61266,100730130,['Ranch 1 Story'],1
61267,100730131,['Split Level'],1
61268,100730132,['Ranch 1 Story'],1
61269,100730133,['Ranch 1 Story'],1
61270,100730134,['Split Level'],1
61271,100730135,['Ranch 1 Story'],1
61272,100730136,['Ranch 1 Story'],1
61273,100730137,['Ranch 1 Story'],1
61274,100730138,['Ranch 1 Story'],1
61275,100730139,['Ranch 1 Story'],1
61276,100730140,['Ranch 1 Story'],1
61277,100730141,['Ranch 1 Story'],1
61278,100730142,['Ranch 1 Story'],1
61279,100730143,['Ranch 1 Story'],1
61280,100730144,['Ranch 1 Story'],1
61281,100730145,['Split Level'],1
61282,100730146,['Split Level'],1
61283,100730147,['Ranch 1 Story'],1
61284,100730148,['Ranch 1 Story'],1
61285,100730149,[nan],1
61286,100740001,[nan],1
61287,100740003,[nan],1
61288,100740004,[nan],1
61289,100740005,[nan],1
61290,100740006,[nan],1
61291,100740007,['Service Garage'],1
61292,100740012,"['Retail Store', 'Storage Warehouse', 'Ranch 1 Story COMM']",3
61293,100740014,['Ranch 1 Story'],1
61294,100740015,['Ranch 1 Story'],1
61295,100740016,['Ranch 1 Story'],1
61296,100740017,['Ranch 1 Story'],1
61297,100740018,['Ranch 1 Story'],1
61298,100740019,['Ranch 1 Story'],1
61299,100740020,['Ranch 1 Story'],1
61300,100740021,[nan],1
61301,100740028,[nan],1
61302,100740029,[nan],1
61303,100740030,[nan],1
61304,100740031,[nan],1
61305,100740032,[nan],1
61306,100740033,[nan],1
61307,100740034,[nan],1
61308,100740035,[nan],1
61309,100740036,[nan],1
61310,100740039,['Ranch 1 Story'],1
61311,100740040,['Ranch 1 Story'],1
61312,100740041,['Ranch 1 Story'],1
61313,100740043,['Ranch 1 Story'],1
61314,100740045,['Ranch 1 Story'],1
61315,100740046,['Ranch 1 Story'],1
61316,100740047,[nan],1
61317,100740048,['Ranch 1 Story'],1
61318,100740049,[nan],1
61319,100740050,['Ranch 1 Story'],1
