ACCOUNTNO,des_all,count,class,notes
85720262,[nan],1,,
85730201,['Ranch 1 Story'],1,,
85730202,['Ranch 1 Story'],1,,
85730203,['2 Story'],1,,
85730204,['2 Story'],1,,
85730205,['Ranch 1 Story'],1,,
85730206,['2 Story'],1,,
85730207,['2 Story'],1,,
85730208,['Ranch 1 Story'],1,,
85730209,['2 Story'],1,,
85730210,['Ranch 1 Story'],1,,
85730211,['2 Story'],1,,
85730212,['2 Story'],1,,
85730213,['2 Story'],1,,
85730214,['2 Story'],1,,
85730215,['2 Story'],1,,
85730216,['2 Story'],1,,
85730217,['2 Story'],1,,
85730218,['2 Story'],1,,
85730219,[nan],1,,
85740201,['2 Story'],1,,
85740202,['2 Story'],1,,
85740203,['Ranch 1 Story'],1,,
85740204,['Ranch 1 Story'],1,,
85740205,['Ranch 1 Story'],1,,
85740206,['2 Story'],1,,
85740207,['Ranch 1 Story'],1,,
85740208,['Ranch 1 Story'],1,,
85740209,['2 Story'],1,,
85740210,['2 Story'],1,,
85740211,['2 Story'],1,,
85740212,['2 Story'],1,,
85740213,['Ranch 1 Story'],1,,
85740214,['Ranch 1 Story'],1,,
85740215,['2 Story'],1,,
85740216,['2 Story'],1,,
85740217,['Ranch 1 Story'],1,,
85740218,['2 Story'],1,,
85740219,['Ranch 1 Story'],1,,
85750801,[nan],1,,
85760335,['Ranch 1 Story'],1,,
85760336,['Ranch 1 Story'],1,,
85770002,['2 Story'],1,,
85770004,[nan],1,,
85770005,['Permit Value'],1,,
85780601,['Ranch 1 Story'],1,,
85780602,['2 Story'],1,,
85780603,['2 Story'],1,,
85780604,['Ranch 1 Story'],1,,
85780605,['Ranch 1 Story'],1,,
85780606,['Ranch 1 Story'],1,,
85780607,['Ranch 1 Story'],1,,
85780608,['Ranch 1 Story'],1,,
85780609,['Ranch 1 Story'],1,,
85780610,['Ranch 1 Story'],1,,
85780611,['Ranch 1 Story'],1,,
85780612,['Ranch 1 Story'],1,,
85780613,['Ranch 1 Story'],1,,
85780614,[nan],1,,
85790201,['Ranch 1 Story'],1,,
85790202,['2 Story'],1,,
85790203,['Permit Value'],1,,
85790204,['Ranch 1 Story'],1,,
85790205,['2 Story'],1,,
85790206,['Ranch 1 Story'],1,,
85790207,['2 Story'],1,,
85790208,['Ranch 1 Story'],1,,
85790209,['Ranch 1 Story'],1,,
85790210,['Ranch 1 Story'],1,,
85790211,['Ranch 1 Story'],1,,
85790212,['2 Story'],1,,
85790213,['2 Story'],1,,
85790214,['Ranch 1 Story'],1,,
85790215,['2 Story'],1,,
85790216,['Ranch 1 Story'],1,,
85790217,['2 Story'],1,,
85790218,['Ranch 1 Story'],1,,
85800101,['Ranch 1 Story'],1,,
85800102,['Ranch 1 Story'],1,,
85800103,['Ranch 1 Story'],1,,
85800104,['2 Story'],1,,
85800105,['Ranch 1 Story'],1,,
85800106,['Ranch 1 Story'],1,,
85800107,['2 Story'],1,,
85800108,['2 Story'],1,,
85800109,['Ranch 1 Story'],1,,
85800110,['Ranch 1 Story'],1,,
85800111,['2 Story'],1,,
85800112,['2 Story'],1,,
85800113,['2 Story'],1,,
85800114,['Ranch 1 Story'],1,,
85800115,['2 Story'],1,,
85800116,['2 Story'],1,,
85800117,['Ranch 1 Story'],1,,
85800118,['2 Story'],1,,
85800119,['Ranch 1 Story'],1,,
85800120,['2 Story'],1,,
85800121,['Ranch 1 Story'],1,,
85800122,['Ranch 1 Story'],1,,
85800123,['2 Story'],1,,
85800124,['2 Story'],1,,
85800125,['2 Story'],1,,
85800126,['2 Story'],1,,
85800127,['2 Story'],1,,
85800128,['2 Story'],1,,
85800129,['Ranch 1 Story'],1,,
85800130,['2 Story'],1,,
85800131,['Ranch 1 Story'],1,,
85800132,['2 Story'],1,,
85800133,['2 Story'],1,,
85800134,['Ranch 1 Story'],1,,
85800135,['2 Story'],1,,
85800136,['2 Story'],1,,
85800137,['Ranch 1 Story'],1,,
85800138,['Ranch 1 Story'],1,,
85800139,['2 Story'],1,,
85800140,['Ranch 1 Story'],1,,
85800141,[nan],1,,
85800143,[nan],1,,
85810034,['2 Story'],1,,
85820001,['Ranch 1 Story'],1,,
85820002,['Ranch 1 Story'],1,,
85820003,['Ranch 1 Story'],1,,
85820004,['2 Story'],1,,
85820005,['Ranch 1 Story'],1,,
85820006,['Ranch 1 Story'],1,,
85820007,['Ranch 1 Story'],1,,
85820008,['Ranch 1 Story'],1,,
85820009,['Ranch 1 Story'],1,,
85820010,['Ranch 1 Story'],1,,
85820011,['2 Story'],1,,
85820012,['Ranch 1 Story'],1,,
85820013,['Ranch 1 Story'],1,,
85820014,[nan],1,,
85820015,['Permit Value'],1,,
85820016,['2 Story'],1,,
85820017,['Ranch 1 Story'],1,,
85820018,['2 Story'],1,,
85820019,[nan],1,,
85820020,['Ranch 1 Story'],1,,
85820021,['2 Story'],1,,
85820022,['2 Story'],1,,
85820023,['Ranch 1 Story'],1,,
85830019,[nan],1,,
85830055,[nan],1,,
85840301,['2 Story'],1,,
85840302,['2 Story'],1,,
85840303,['Ranch 1 Story'],1,,
85840304,['2 Story'],1,,
85840305,['2 Story'],1,,
85840306,['2 Story'],1,,
85840307,['2 Story'],1,,
85840308,['2 Story'],1,,
85840309,['2 Story'],1,,
85840310,['2 Story'],1,,
85840311,['2 Story'],1,,
85840312,['2 Story'],1,,
85840313,['2 Story'],1,,
85840314,['2 Story'],1,,
85840315,['2 Story'],1,,
85840316,['2 Story'],1,,
85840317,['Ranch 1 Story'],1,,
85840318,['2 Story'],1,,
85840319,['2 Story'],1,,
85840320,['2 Story'],1,,
85840321,['2 Story'],1,,
85840322,['2 Story'],1,,
85840323,['2 Story'],1,,
85840324,['2 Story'],1,,
85840325,['Ranch 1 Story'],1,,
85840326,['2 Story'],1,,
85840327,['2 Story'],1,,
85840328,['2 Story'],1,,
85840329,['2 Story'],1,,
85840330,['2 Story'],1,,
85840331,['Ranch 1 Story'],1,,
85840332,['2 Story'],1,,
85840333,['2 Story'],1,,
85840334,['Ranch 1 Story'],1,,
85840335,['2 Story'],1,,
85840336,['2 Story'],1,,
85840337,['2 Story'],1,,
85850301,['2 Story'],1,,
85850302,['2 Story'],1,,
85850303,['2 Story'],1,,
85850304,['2 Story'],1,,
85850305,['2 Story'],1,,
85850306,['2 Story'],1,,
85850307,['2 Story'],1,,
85850308,['2 Story'],1,,
85850309,['2 Story'],1,,
85850310,['2 Story'],1,,
85850311,['2 Story'],1,,
85850312,['2 Story'],1,,
85850313,['2 Story'],1,,
85850314,['2 Story'],1,,
85850315,['2 Story'],1,,
85850316,['2 Story'],1,,
85850317,['2 Story'],1,,
85850318,['2 Story'],1,,
85850319,['2 Story'],1,,
85850320,['2 Story'],1,,
85850321,['2 Story'],1,,
85850322,[nan],1,,
85850323,[nan],1,,
85850324,[nan],1,,
85850325,[nan],1,,
85850326,[nan],1,,
85850327,[nan],1,,
85850328,[nan],1,,
85860005,['Office Building'],1,,
85860006,['Office Building'],1,,
85870036,['Ranch 1 Story'],1,,
85880502,[nan],1,,
85891801,['Ranch 1 Story'],1,,
85891802,['2 Story'],1,,
85891803,['Ranch 1 Story'],1,,
85891804,['2 Story'],1,,
85891805,['Ranch 1 Story'],1,,
85891806,['2 Story'],1,,
85891807,['Ranch 1 Story'],1,,
85891808,['2 Story'],1,,
85891809,['2 Story'],1,,
85891810,['2 Story'],1,,
85891811,['2 Story'],1,,
85891812,[nan],1,,
85900102,['Ranch 1 Story'],1,,
85900103,['2 Story'],1,,
85910403,['Retail Store'],1,,
85910407,['Bank'],1,,
85910408,[nan],1,,
85920901,['Ranch 1 Story'],1,,
85920902,['Permit Value'],1,,
85930314,['Ranch 1 Story'],1,,
85940001,['Ranch 1 Story'],1,,
85940002,['Ranch 1 Story'],1,,
85940003,['2 Story'],1,,
85940004,['2 Story'],1,,
85940005,['Ranch 1 Story'],1,,
85940006,['Ranch 1 Story'],1,,
85940007,['Ranch 1 Story'],1,,
85940008,['2 Story'],1,,
85940009,['Ranch 1 Story'],1,,
85940010,['Ranch 1 Story'],1,,
85940011,['Ranch 1 Story'],1,,
85950001,['Ranch 1 Story'],1,,
85960019,['Ranch 1 Story'],1,,
85960020,['Ranch 1 Story'],1,,
85970002,['Hospital'],1,,
85970003,[nan],1,,
85981213,['Ranch 1 Story'],1,,
85991701,['Ranch 1 Story'],1,,
85991702,['2 Story'],1,,
85991703,['Ranch 1 Story'],1,,
85991704,['2 Story'],1,,
85991705,[nan],1,,
85991706,['2 Story'],1,,
85991707,[nan],1,,
85991708,['2 Story'],1,,
85991709,['2 Story'],1,,
85991710,['2 Story'],1,,
85991712,['Permit Value'],1,,
85991713,['Permit Value'],1,,
85991714,[nan],1,,
85991715,['2 Story'],1,,
85991716,['Ranch 1 Story'],1,,
85991717,['Ranch 1 Story'],1,,
85991718,['Ranch 1 Story'],1,,
85991719,['2 Story'],1,,
85991720,[nan],1,,
85991721,[nan],1,,
85991722,[nan],1,,
85991723,[nan],1,,
86000201,['Ranch 1 Story'],1,,
86000202,['2 Story'],1,,
86000203,['2 Story'],1,,
86000204,['Ranch 1 Story'],1,,
86000205,['2 Story'],1,,
86000206,['Ranch 1 Story'],1,,
86000207,['2 Story'],1,,
86000208,['2 Story'],1,,
86000209,['Ranch 1 Story'],1,,
86000210,['2 Story'],1,,
86000211,['2 Story'],1,,
86000212,['2 Story'],1,,
86000213,['Ranch 1 Story'],1,,
86000214,['Ranch 1 Story'],1,,
86000215,['Ranch 1 Story'],1,,
86000216,['2 Story'],1,,
86000217,['2 Story'],1,,
86000218,['Ranch 1 Story'],1,,
86000219,['Ranch 1 Story'],1,,
86000220,['2 Story'],1,,
86000221,['Ranch 1 Story'],1,,
86000222,['Ranch 1 Story'],1,,
86000223,['2 Story'],1,,
86000224,['Ranch 1 Story'],1,,
86000225,['2 Story'],1,,
86000226,[nan],1,,
86000227,[nan],1,,
86010001,['Barn'],1,,
86010002,['Ranch 1 Story'],1,,
86010003,[nan],1,,
86020101,['Ranch 1 Story'],1,,
86030026,['Ranch 1 Story'],1,,
86040101,['2 Story'],1,,
86040102,['2 Story'],1,,
86040103,['Ranch 1 Story'],1,,
86040104,['Ranch 1 Story'],1,,
86040105,['Ranch 1 Story'],1,,
86040106,['2 Story'],1,,
86040107,['Permit Value'],1,,
86040108,['Ranch 1 Story'],1,,
86040109,['Ranch 1 Story'],1,,
86040110,['2 Story'],1,,
86040111,['Ranch 1 Story'],1,,
86040112,['Ranch 1 Story'],1,,
86040113,['2 Story'],1,,
86040114,['Ranch 1 Story'],1,,
86040115,['2 Story'],1,,
86050005,['Permit Value'],1,,
86060901,['Permit Value'],1,,
86070001,['Ranch 1 Story'],1,,
86070002,['Ranch 1 Story'],1,,
86080001,['Ranch 1 Story'],1,,
86090001,[nan],1,,
86090002,[nan],1,,
86090003,['Industrial Flex Mall Building'],1,,
86090004,['Industrial Flex Mall Building'],1,,
86090005,[nan],1,,
86110001,['2 Story'],1,,
86120001,[nan],1,,
86120004,[nan],1,,
86120005,[nan],1,,
86120006,[nan],1,,
86120007,['Permit Value'],1,,
86130101,[nan],1,,
86130102,[nan],1,,
86130103,[nan],1,,
86130104,['Permit Value'],1,,
86130105,[nan],1,,
86130106,[nan],1,,
86130107,[nan],1,,
86130108,['Permit Value'],1,,
86130109,[nan],1,,
86130110,[nan],1,,
86140301,['2 Story'],1,,
86140302,['2 Story'],1,,
86140303,['2 Story'],1,,
86140304,['2 Story'],1,,
86140305,['2 Story'],1,,
86140306,['Ranch 1 Story'],1,,
86140307,['Ranch 1 Story'],1,,
86140308,['2 Story'],1,,
86140309,['Ranch 1 Story'],1,,
86140310,['2 Story'],1,,
86140311,['2 Story'],1,,
86140312,['Ranch 1 Story'],1,,
86140313,['2 Story'],1,,
86140314,['2 Story'],1,,
86140315,['2 Story'],1,,
86140316,['2 Story'],1,,
86140317,['2 Story'],1,,
86140318,[nan],1,,
86140319,[nan],1,,
86160001,['Permit Value'],1,,
86170001,[nan],1,,
86170002,[nan],1,,
86170003,[nan],1,,
86170004,[nan],1,,
86170005,[nan],1,,
86170006,[nan],1,,
86181601,[nan],1,,
86181602,[nan],1,,
86181603,['Permit Value'],1,,
86181604,[nan],1,,
86181605,[nan],1,,
86181606,[nan],1,,
86181607,[nan],1,,
86181608,[nan],1,,
86181609,[nan],1,,
86181610,[nan],1,,
86181611,[nan],1,,
86181612,[nan],1,,
86181613,['2 Story'],1,,
86181614,['2 Story'],1,,
86181615,['Ranch 1 Story'],1,,
86181616,['2 Story'],1,,
86181617,[nan],1,,
86181618,['Permit Value'],1,,
86191901,[nan],1,,
86191902,[nan],1,,
86191903,[nan],1,,
86191904,[nan],1,,
86191905,[nan],1,,
86191906,[nan],1,,
86200001,['Permit Value'],1,,
86200002,['Permit Value'],1,,
86200003,['Ranch 1 Story'],1,,
86200004,['Ranch 1 Story'],1,,
86210001,[nan],1,,
86210002,['Ranch 1 Story'],1,,
86210003,['2 Story'],1,,
86210004,['2 Story'],1,,
86210005,['Ranch 1 Story'],1,,
86210006,['Permit Value'],1,,
86210007,['Permit Value'],1,,
86210008,[nan],1,,
86210009,['Ranch 1 Story'],1,,
86210010,['2 Story'],1,,
86210011,[nan],1,,
86210013,[nan],1,,
86210014,['Ranch 1 Story'],1,,
86210015,['Ranch 1 Story'],1,,
86210016,['Ranch 1 Story'],1,,
86210017,['Ranch 1 Story'],1,,
86210018,['Permit Value'],1,,
86210019,[nan],1,,
86210020,['Permit Value'],1,,
86210023,['Ranch 1 Story'],1,,
86210024,['2 Story'],1,,
86210025,['2 Story'],1,,
86210026,[nan],1,,
86210027,[nan],1,,
86220501,['Fast Food Restaurant'],1,,
86220502,['Permit Value'],1,,
86220503,[nan],1,,
86220504,[nan],1,,
86220505,[nan],1,,
86220506,[nan],1,,
86230701,['2 Story'],1,,
86230702,[nan],1,,
86230703,['Permit Value'],1,,
86240001,[nan],1,,
86240002,['2 Story'],1,,
86250025,['2 Story Split'],1,,
86250026,['Permit Value'],1,,
86260325,['Barn'],1,,
86260326,['2 Story'],1,,
86270101,['Ranch 1 Story'],1,,
86270102,[nan],1,,
86280029,['2 Story'],1,,
86280030,[nan],1,,
86290101,[nan],1,,
86290102,[nan],1,,
86290103,[nan],1,,
86290104,[nan],1,,
86290105,[nan],1,,
86290106,[nan],1,,
86290107,[nan],1,,
86290108,[nan],1,,
86290109,[nan],1,,
86290110,[nan],1,,
86290111,[nan],1,,
86290112,[nan],1,,
86290113,[nan],1,,
86290114,[nan],1,,
86290115,[nan],1,,
86290116,[nan],1,,
86290117,[nan],1,,
86290118,[nan],1,,
86290119,[nan],1,,
86290120,[nan],1,,
86300101,['2 Story'],1,,
86300102,[nan],1,,
86300103,[nan],1,,
86300104,[nan],1,,
86300105,[nan],1,,
86300106,[nan],1,,
86300107,[nan],1,,
86300108,[nan],1,,
90010002,[nan],1,,
90010003,[nan],1,,
90020001,[nan],1,,
90020002,[nan],1,,
90020005,['Bi Level'],1,,
90020014,['Ranch 1 Story'],1,,
90020023,[nan],1,,
90020024,[nan],1,,
90020033,[nan],1,,
90020035,[nan],1,,
90020036,[nan],1,,
90020039,[nan],1,,
90020040,[nan],1,,
90020041,['Detached Garage'],1,,
90020051,[nan],1,,
90020052,[nan],1,,
90020053,[nan],1,,
90020054,[nan],1,,
90020055,[nan],1,,
90020056,[nan],1,,
90020057,[nan],1,,
90020058,[nan],1,,
90020059,[nan],1,,
90020060,[nan],1,,
90030001,[nan],1,,
90030002,[nan],1,,
90030003,[nan],1,,
90030008,[nan],1,,
90030009,['Ranch 1 Story'],1,,
90030021,['Ranch 1 Story'],1,,
90030022,['Ranch 1 Story'],1,,
90030023,['Ranch 1 Story'],1,,
90030026,[nan],1,,
90030027,['2 Story'],1,,
90030032,['Ranch 1 Story'],1,,
90030035,['2 Story'],1,,
90030036,[nan],1,,
90040001,[nan],1,,
90040002,[nan],1,,
90040003,[nan],1,,
90040008,[nan],1,,
90040014,[nan],1,,
90040015,['Distribution Warehouse'],1,,
90040016,['Light Commercial Utility'],1,,
90040017,[nan],1,,
90050034,[nan],1,,
90060033,[nan],1,,
90060039,['Light Commercial Utility'],1,,
90060046,[nan],1,,
90060054,[nan],1,,
90060055,[nan],1,,
90060058,[nan],1,,
90060059,[nan],1,,
90060060,[nan],1,,
90060061,[nan],1,,
90060062,[nan],1,,
90060063,[nan],1,,
90060064,[nan],1,,
90060065,[nan],1,,
90060066,[nan],1,,
90060067,['School - Public (exempt)'],1,,
90070001,[nan],1,,
90070015,[nan],1,,
90070016,[nan],1,,
90070019,[nan],1,,
90070020,[nan],1,,
90070032,[nan],1,,
90070035,['Light Commercial Utility'],1,,
90070039,[nan],1,,
90070041,[nan],1,,
90070043,[nan],1,,
90070045,[nan],1,,
90070052,[nan],1,,
90070060,[nan],1,,
90070061,[nan],1,,
90070062,[nan],1,,
90070063,[nan],1,,
90070065,[nan],1,,
90070066,[nan],1,,
90070067,[nan],1,,
90070068,[nan],1,,
90070070,[nan],1,,
90070071,['Multiple - Elderly Assisted Living'],1,,
90070072,[nan],1,,
90070073,[nan],1,,
90070074,[nan],1,,
90070076,[nan],1,,
90070077,[nan],1,,
90070078,[nan],1,,
90070079,[nan],1,,
90070080,[nan],1,,
90070082,[nan],1,,
90070083,[nan],1,,
90070084,[nan],1,,
90070085,[nan],1,,
90070086,[nan],1,,
90080001,[nan],1,,
90080004,['Ranch 1 Story'],1,,
90080005,['Ranch 1 Story'],1,,
90080006,['Ranch 1 Story'],1,,
90080007,['Ranch 1 Story'],1,,
90080008,['Ranch 1 Story'],1,,
90080009,['Ranch 1 Story'],1,,
90080010,['Ranch 1 Story'],1,,
90080011,['Bi Level'],1,,
90080012,['Ranch 1 Story'],1,,
90080013,['Ranch 1 Story'],1,,
90080014,['Ranch 1 Story'],1,,
90080015,['Ranch 1 Story'],1,,
90080016,['Ranch 1 Story'],1,,
90080017,['Ranch 1 Story'],1,,
90080018,['Bi Level'],1,,
90080019,['Ranch 1 Story'],1,,
90080020,['Bi Level'],1,,
90080021,['Bi Level'],1,,
90080022,['Ranch 1 Story'],1,,
90080023,['Bi Level'],1,,
90080024,['Ranch 1 Story'],1,,
90080025,['Ranch 1 Story'],1,,
90080026,['Ranch 1 Story'],1,,
90080027,['Ranch 1 Story'],1,,
90080028,['Ranch 1 Story'],1,,
90080030,['Ranch 1 Story'],1,,
90080031,['Ranch 1 Story'],1,,
90090201,['2 Story Split'],1,,
90090202,['Bi Level'],1,,
90090203,['Bi Level'],1,,
90090204,['Bi Level'],1,,
90090205,['Ranch 1 Story'],1,,
90090206,['Ranch 1 Story'],1,,
90090207,['Ranch 1 Story'],1,,
90090208,['Bi Level'],1,,
90090209,['Ranch 1 Story'],1,,
90090210,['Ranch 1 Story'],1,,
90090211,['Bi Level'],1,,
90090212,['Bi Level'],1,,
90090213,['Ranch 1 Story'],1,,
90090214,['Ranch 1 Story'],1,,
90090215,['Bi Level'],1,,
90090216,['Bi Level'],1,,
90090217,['Ranch 1 Story'],1,,
90090218,['Split Level'],1,,
90090219,['Ranch 1 Story'],1,,
90090220,['Ranch 1 Story'],1,,
90090221,['Bi Level'],1,,
90090222,['Ranch 1 Story'],1,,
90090223,['2 Story Split'],1,,
90090224,['Ranch 1 Story'],1,,
90090225,['Bi Level'],1,,
90090226,['Ranch 1 Story'],1,,
90090227,['2 Story Split'],1,,
90090228,['Ranch 1 Story'],1,,
90090229,['Ranch 1 Story'],1,,
90090230,['Ranch 1 Story'],1,,
90090231,['Ranch 1 Story'],1,,
90090232,['Ranch 1 Story'],1,,
90090233,['2 Story'],1,,
90090234,['Split Level'],1,,
90090235,['Ranch 1 Story'],1,,
90090238,['Ranch 1 Story'],1,,
90090239,['2 Story'],1,,
90090243,['Ranch 1 Story'],1,,
90090244,['Ranch 1 Story'],1,,
90100001,['Ranch 1 Story'],1,,
90100002,['Bi Level'],1,,
90100003,['Ranch 1 Story'],1,,
90100004,[nan],1,,
90100005,['2 Story Split'],1,,
90100006,['Ranch 1 Story'],1,,
90100007,['2 Story'],1,,
90100008,['Bi Level'],1,,
90100009,['Bi Level'],1,,
90100010,['Bi Level'],1,,
90100011,['Ranch 1 Story'],1,,
90100012,['Ranch 1 Story'],1,,
90100013,['Ranch 1 Story'],1,,
90100014,['Ranch 1 Story'],1,,
90100015,['Ranch 1 Story'],1,,
90100016,['Ranch 1 Story'],1,,
90100018,['Ranch 1 Story'],1,,
90100019,['Ranch 1 Story'],1,,
90100020,['Bi Level'],1,,
90100021,['Ranch 1 Story'],1,,
90100022,['2 Story'],1,,
90100023,['2 Story'],1,,
90100024,['Ranch 1 Story'],1,,
90100025,['Bi Level'],1,,
90100026,['2 Story'],1,,
90100027,['2 Story'],1,,
90100028,['Bi Level'],1,,
90100029,['Ranch 1 Story'],1,,
90100030,['2 Story'],1,,
90100031,['Ranch 1 Story'],1,,
90100033,['Ranch 1 Story'],1,,
90100034,['Ranch 1 Story'],1,,
90100035,['Ranch 1 Story'],1,,
90100036,['2 Story'],1,,
90100037,['Split Level'],1,,
90100038,['Bi Level'],1,,
90100039,['Ranch 1 Story'],1,,
90100040,['Split Level'],1,,
90100041,['2 Story Split'],1,,
90100042,['2 Story Split'],1,,
90100043,['Ranch 1 Story'],1,,
90100044,['Bi Level'],1,,
90100045,['Bi Level'],1,,
90100047,['Ranch 1 Story'],1,,
90120001,[nan],1,,
90120031,[nan],1,,
90120032,[nan],1,,
90120034,[nan],1,,
90120039,[nan],1,,
90120040,['Indust Lght Manufacturing'],1,,
90130001,[nan],1,,
90130004,[nan],1,,
90130005,[nan],1,,
90130009,[nan],1,,
90130010,[nan],1,,
90130011,[nan],1,,
90130012,[nan],1,,
90130013,[nan],1,,
90130014,[nan],1,,
90130015,[nan],1,,
90130016,[nan],1,,
90130017,[nan],1,,
90130018,[nan],1,,
90130019,[nan],1,,
90130020,[nan],1,,
90130021,[nan],1,,
90130022,[nan],1,,
90130023,[nan],1,,
90130025,['Storage Warehouse'],1,,
90130028,['Mini Warehouse'],1,,
90130030,['Mini Warehouse'],1,,
90130033,[nan],1,,
90130053,[nan],1,,
90130056,[nan],1,,
90130063,[nan],1,,
90130074,[nan],1,,
90130088,['Storage Warehouse'],1,,
90130089,['Storage Warehouse'],1,,
90130096,[nan],1,,
90130099,['Storage Warehouse'],1,,
90130102,['Office Building'],1,,
90130103,[nan],1,,
90130105,['Distribution Warehouse'],1,,
90130108,['Industrial Flex Mall Building'],1,,
90130111,['Distribution Warehouse'],1,,
90130113,['Distribution Warehouse'],1,,
90130119,['Distribution Warehouse'],1,,
90130120,['3-4 plex LTEQ 3 Stories'],1,,
90130122,[nan],1,,
90130124,['Industrial Flex Mall Building'],1,,
90130127,[nan],1,,
90130130,[nan],1,,
90130131,['Industrial Flex Mall Building'],1,,
90130132,['Industrial Flex Mall Building'],1,,
90130134,[nan],1,,
90130135,['Distribution Warehouse'],1,,
90130136,['Distribution Warehouse'],1,,
90130137,['Distribution Warehouse'],1,,
90130138,[nan],1,,
90130143,[nan],1,,
90130146,['Industrial Flex Mall Building'],1,,
90130152,[nan],1,,
90130153,[nan],1,,
90130154,[nan],1,,
90130159,[nan],1,,
90130162,[nan],1,,
90130163,['Distribution Warehouse'],1,,
90130165,['Storage Warehouse'],1,,
90130166,['Distribution Warehouse'],1,,
90130167,[nan],1,,
90130169,['Industrial Flex Mall Building'],1,,
90130173,[nan],1,,
90130176,['Mini Warehouse'],1,,
90130178,[nan],1,,
90130179,['Pavilions'],1,,
90130180,[nan],1,,
90130181,[nan],1,,
90130182,['Industrial Flex Mall Building'],1,,
90130183,['Industrial Flex Mall Building'],1,,
90130184,['Permit Value'],1,,
90130185,['Industrial Flex Mall Building'],1,,
90130186,['Storage Warehouse'],1,,
90130188,['Mini Warehouse'],1,,
90140001,['Bi Level'],1,,
90140002,['Ranch 1 Story'],1,,
90140003,['Ranch 1 Story'],1,,
90140004,['Ranch 1 Story'],1,,
90140005,['Ranch 1 Story'],1,,
90140006,['Ranch 1 Story'],1,,
90140007,['Ranch 1 Story'],1,,
90140008,['Ranch 1 Story'],1,,
90140009,['Ranch 1 Story'],1,,
90140010,['Ranch 1 Story'],1,,
90140011,['Ranch 1 Story'],1,,
90140012,['Ranch 1 Story'],1,,
90140014,['Ranch 1 Story'],1,,
90140015,['Bi Level'],1,,
90140016,['Ranch 1 Story'],1,,
90140019,['Ranch 1 Story'],1,,
90140021,['Ranch 1 Story'],1,,
90140022,['Ranch 1 Story'],1,,
90140023,['Ranch 1 Story'],1,,
90140024,['Ranch 1 Story'],1,,
90140025,['Ranch 1 Story'],1,,
90140026,['Ranch 1 Story'],1,,
90140027,['Ranch 1 Story'],1,,
90140028,['Ranch 1 Story'],1,,
90140029,['2 Story'],1,,
90140030,['2 Story'],1,,
90140031,['Bi Level'],1,,
90140032,['Ranch 1 Story'],1,,
90140033,['Ranch 1 Story'],1,,
90140034,['Ranch 1 Story'],1,,
90140035,['Bi Level'],1,,
90140036,['Ranch 1 Story'],1,,
90140037,['Bi Level'],1,,
90140038,['Ranch 1 Story'],1,,
90140039,['Bi Level'],1,,
90140040,['Ranch 1 Story'],1,,
90140042,['Ranch 1 Story'],1,,
90140044,['Duplex One Story'],1,,
90140045,['Duplex One Story'],1,,
90140046,['Duplex One Story'],1,,
90140047,['Duplex One Story'],1,,
90140048,['Bi Level'],1,,
90140049,['Bi Level'],1,,
90140051,['2 Story Split'],1,,
90140052,['Bi Level'],1,,
90140056,['Bi Level'],1,,
90140057,['Duplex One Story'],1,,
90140058,['Ranch 1 Story'],1,,
90140059,['Ranch 1 Story'],1,,
90140060,['Duplex One Story'],1,,
90140062,['Split Level'],1,,
90140063,['Ranch 1 Story'],1,,
90140064,['Bi Level'],1,,
90140066,['Ranch 1 Story'],1,,
90140067,['2 Story Split'],1,,
90140068,['Ranch 1 Story'],1,,
90150001,[nan],1,,
90150002,[nan],1,,
90160001,[nan],1,,
90170003,[nan],1,,
90170005,['Ranch 1 Story'],1,,
90170006,['Multiple - Residential'],1,,
90170014,[nan],1,,
90170015,[nan],1,,
90170016,[nan],1,,
90170017,[nan],1,,
90170018,[nan],1,,
90170019,[nan],1,,
90170020,[nan],1,,
90170021,[nan],1,,
90170022,[nan],1,,
90170023,[nan],1,,
90170024,[nan],1,,
90170025,[nan],1,,
90170027,[nan],1,,
90170028,[nan],1,,
90170029,[nan],1,,
90170030,[nan],1,,
90170031,[nan],1,,
90170032,[nan],1,,
90170034,[nan],1,,
90170036,['Ranch 1 Story'],1,,
90170037,['School - Public (exempt)'],1,,
90180001,[nan],1,,
90180002,[nan],1,,
90180003,[nan],1,,
90180004,[nan],1,,
90180005,[nan],1,,
90180007,[nan],1,,
90180008,[nan],1,,
90180009,[nan],1,,
90180010,['Light Commercial Utility'],1,,
90180012,[nan],1,,
90180013,[nan],1,,
90180014,[nan],1,,
90180015,[nan],1,,
90180016,[nan],1,,
90180017,[nan],1,,
90180018,[nan],1,,
90180019,[nan],1,,
90180020,[nan],1,,
90190001,[nan],1,,
90190002,[nan],1,,
90190003,[nan],1,,
90190004,['Ranch 1 Story'],1,,
90190005,['Ranch 1 Story'],1,,
90190006,['Ranch 1 Story'],1,,
90190007,['Split Level'],1,,
90190008,[nan],1,,
90190009,[nan],1,,
90190010,[nan],1,,
90190011,[nan],1,,
90190012,[nan],1,,
90190013,[nan],1,,
90190014,[nan],1,,
90190015,[nan],1,,
90190016,[nan],1,,
90190017,[nan],1,,
90190018,[nan],1,,
90200003,['School - Public (exempt)'],1,,
90200005,['Triplex One Story'],1,,
90200006,['3-4 plex LTEQ 3 Stories'],1,,
90200007,['Triplex One Story'],1,,
90200008,['3-4 plex LTEQ 3 Stories'],1,,
